review,mojo_name,mojo_year,rt_name,genre,release_year,stream_year,critical_consensus,description
"Donkey, with his endless asides and phenomenally thick skin, is as much of a pleasure as he was in the first film, but he has a challenger: Puss in Boots, voiced by Antonio Banderas.",Shrek 2,2004,Shrek 2 - Movie Reviews,"Fantasy , Comedy , Animation , Kids & Family",2004,2015,"It may not be as fresh as the original, but topical humor and colorful secondary characters make Shrek 2 a winner in its own right.","After returning from their honeymoon and showing home movies to their friends, Shrek and Fiona learn that her parents have heard that she has married her true love and wish to invite him to their kingdom, called Far Far Away. The catch is: Fiona's parents are unaware of the curse that struck their daughter and have assumed she married Prince Charming, not a 700-pound ogre with horrible hygiene and a talking donkey pal."
"The movie is obvious, but consistently entertaining and animated in DreamWorks's ""realistic"" digitized style.",Shrek 2,2004,Shrek 2 - Movie Reviews,"Fantasy , Comedy , Animation , Kids & Family",2004,2015,"It may not be as fresh as the original, but topical humor and colorful secondary characters make Shrek 2 a winner in its own right.","After returning from their honeymoon and showing home movies to their friends, Shrek and Fiona learn that her parents have heard that she has married her true love and wish to invite him to their kingdom, called Far Far Away. The catch is: Fiona's parents are unaware of the curse that struck their daughter and have assumed she married Prince Charming, not a 700-pound ogre with horrible hygiene and a talking donkey pal."
"Can an ogre live happily ever after? Can fairy tale characters be content with their fairy tale lives? Can an Oscar-winning animated success generate a successful sequel? To all these questions, Shrek 2 is happy to answer yes, yes and yes.",Shrek 2,2004,Shrek 2 - Movie Reviews,"Fantasy , Comedy , Animation , Kids & Family",2004,2015,"It may not be as fresh as the original, but topical humor and colorful secondary characters make Shrek 2 a winner in its own right.","After returning from their honeymoon and showing home movies to their friends, Shrek and Fiona learn that her parents have heard that she has married her true love and wish to invite him to their kingdom, called Far Far Away. The catch is: Fiona's parents are unaware of the curse that struck their daughter and have assumed she married Prince Charming, not a 700-pound ogre with horrible hygiene and a talking donkey pal."
"This second edition of DreamWorks's Oscar-winning ogre opus may not match the original for, well, originality, but it honors the prime injunction governing sequels: To thine own characters be true.",Shrek 2,2004,Shrek 2 - Movie Reviews,"Fantasy , Comedy , Animation , Kids & Family",2004,2015,"It may not be as fresh as the original, but topical humor and colorful secondary characters make Shrek 2 a winner in its own right.","After returning from their honeymoon and showing home movies to their friends, Shrek and Fiona learn that her parents have heard that she has married her true love and wish to invite him to their kingdom, called Far Far Away. The catch is: Fiona's parents are unaware of the curse that struck their daughter and have assumed she married Prince Charming, not a 700-pound ogre with horrible hygiene and a talking donkey pal."
"The lovable characters remain, but they never do much of interest in a sequel that's safely above average but superfluous.",Shrek 2,2004,Shrek 2 - Movie Reviews,"Fantasy , Comedy , Animation , Kids & Family",2004,2015,"It may not be as fresh as the original, but topical humor and colorful secondary characters make Shrek 2 a winner in its own right.","After returning from their honeymoon and showing home movies to their friends, Shrek and Fiona learn that her parents have heard that she has married her true love and wish to invite him to their kingdom, called Far Far Away. The catch is: Fiona's parents are unaware of the curse that struck their daughter and have assumed she married Prince Charming, not a 700-pound ogre with horrible hygiene and a talking donkey pal."
A rare example of a sequel that's better than the original.,Shrek 2,2004,Shrek 2 - Movie Reviews,"Fantasy , Comedy , Animation , Kids & Family",2004,2015,"It may not be as fresh as the original, but topical humor and colorful secondary characters make Shrek 2 a winner in its own right.","After returning from their honeymoon and showing home movies to their friends, Shrek and Fiona learn that her parents have heard that she has married her true love and wish to invite him to their kingdom, called Far Far Away. The catch is: Fiona's parents are unaware of the curse that struck their daughter and have assumed she married Prince Charming, not a 700-pound ogre with horrible hygiene and a talking donkey pal."
Just as much fairytale fun as the first one.,Shrek 2,2004,Shrek 2 - Movie Reviews,"Fantasy , Comedy , Animation , Kids & Family",2004,2015,"It may not be as fresh as the original, but topical humor and colorful secondary characters make Shrek 2 a winner in its own right.","After returning from their honeymoon and showing home movies to their friends, Shrek and Fiona learn that her parents have heard that she has married her true love and wish to invite him to their kingdom, called Far Far Away. The catch is: Fiona's parents are unaware of the curse that struck their daughter and have assumed she married Prince Charming, not a 700-pound ogre with horrible hygiene and a talking donkey pal."
"Like the first movie this is unassailable family entertainment, with a gentle fairy tale for kids and a raft of mildly satirical pop-culture references for parents.",Shrek 2,2004,Shrek 2 - Movie Reviews,"Fantasy , Comedy , Animation , Kids & Family",2004,2015,"It may not be as fresh as the original, but topical humor and colorful secondary characters make Shrek 2 a winner in its own right.","After returning from their honeymoon and showing home movies to their friends, Shrek and Fiona learn that her parents have heard that she has married her true love and wish to invite him to their kingdom, called Far Far Away. The catch is: Fiona's parents are unaware of the curse that struck their daughter and have assumed she married Prince Charming, not a 700-pound ogre with horrible hygiene and a talking donkey pal."
"The animation's slick in a cautious, cute, conventional kind of way, and some scenes are really very funny.",Shrek 2,2004,Shrek 2 - Movie Reviews,"Fantasy , Comedy , Animation , Kids & Family",2004,2015,"It may not be as fresh as the original, but topical humor and colorful secondary characters make Shrek 2 a winner in its own right.","After returning from their honeymoon and showing home movies to their friends, Shrek and Fiona learn that her parents have heard that she has married her true love and wish to invite him to their kingdom, called Far Far Away. The catch is: Fiona's parents are unaware of the curse that struck their daughter and have assumed she married Prince Charming, not a 700-pound ogre with horrible hygiene and a talking donkey pal."
"Perhaps this sequel no longer has the shock of the new, but the animation is stupendous, with breathtaking effects of light and detail, the gags come thick and fast and the musical numbers are uproarious.",Shrek 2,2004,Shrek 2 - Movie Reviews,"Fantasy , Comedy , Animation , Kids & Family",2004,2015,"It may not be as fresh as the original, but topical humor and colorful secondary characters make Shrek 2 a winner in its own right.","After returning from their honeymoon and showing home movies to their friends, Shrek and Fiona learn that her parents have heard that she has married her true love and wish to invite him to their kingdom, called Far Far Away. The catch is: Fiona's parents are unaware of the curse that struck their daughter and have assumed she married Prince Charming, not a 700-pound ogre with horrible hygiene and a talking donkey pal."
"Delivers neither less, nor more, than its wildly popular predecessor.",Shrek 2,2004,Shrek 2 - Movie Reviews,"Fantasy , Comedy , Animation , Kids & Family",2004,2015,"It may not be as fresh as the original, but topical humor and colorful secondary characters make Shrek 2 a winner in its own right.","After returning from their honeymoon and showing home movies to their friends, Shrek and Fiona learn that her parents have heard that she has married her true love and wish to invite him to their kingdom, called Far Far Away. The catch is: Fiona's parents are unaware of the curse that struck their daughter and have assumed she married Prince Charming, not a 700-pound ogre with horrible hygiene and a talking donkey pal."
"While Shrek 2 bowls merrily along on the fuel of firecracker wit and knowing pastiche that made the original so memorable, it will come as no surprise that second time around we don't feel quite so discombobulated by its brilliance.",Shrek 2,2004,Shrek 2 - Movie Reviews,"Fantasy , Comedy , Animation , Kids & Family",2004,2015,"It may not be as fresh as the original, but topical humor and colorful secondary characters make Shrek 2 a winner in its own right.","After returning from their honeymoon and showing home movies to their friends, Shrek and Fiona learn that her parents have heard that she has married her true love and wish to invite him to their kingdom, called Far Far Away. The catch is: Fiona's parents are unaware of the curse that struck their daughter and have assumed she married Prince Charming, not a 700-pound ogre with horrible hygiene and a talking donkey pal."
"Oh, Antonio; as a human you are -- forgive me -- less than convincing, but as a marmalade pussycat in shiny black thigh-high boots you are absolutely sensational.",Shrek 2,2004,Shrek 2 - Movie Reviews,"Fantasy , Comedy , Animation , Kids & Family",2004,2015,"It may not be as fresh as the original, but topical humor and colorful secondary characters make Shrek 2 a winner in its own right.","After returning from their honeymoon and showing home movies to their friends, Shrek and Fiona learn that her parents have heard that she has married her true love and wish to invite him to their kingdom, called Far Far Away. The catch is: Fiona's parents are unaware of the curse that struck their daughter and have assumed she married Prince Charming, not a 700-pound ogre with horrible hygiene and a talking donkey pal."
Manages to undo much of what made its predecessor such a computer-generated joy ride.,Shrek 2,2004,Shrek 2 - Movie Reviews,"Fantasy , Comedy , Animation , Kids & Family",2004,2015,"It may not be as fresh as the original, but topical humor and colorful secondary characters make Shrek 2 a winner in its own right.","After returning from their honeymoon and showing home movies to their friends, Shrek and Fiona learn that her parents have heard that she has married her true love and wish to invite him to their kingdom, called Far Far Away. The catch is: Fiona's parents are unaware of the curse that struck their daughter and have assumed she married Prince Charming, not a 700-pound ogre with horrible hygiene and a talking donkey pal."
An enjoyable if not especially imaginative sequel.,Shrek 2,2004,Shrek 2 - Movie Reviews,"Fantasy , Comedy , Animation , Kids & Family",2004,2015,"It may not be as fresh as the original, but topical humor and colorful secondary characters make Shrek 2 a winner in its own right.","After returning from their honeymoon and showing home movies to their friends, Shrek and Fiona learn that her parents have heard that she has married her true love and wish to invite him to their kingdom, called Far Far Away. The catch is: Fiona's parents are unaware of the curse that struck their daughter and have assumed she married Prince Charming, not a 700-pound ogre with horrible hygiene and a talking donkey pal."
"Gauged simply as a gag fest, this is a jolly rib tickle from start to big finish for anyone between six and death. However, it is stretched thinly in development of plot and character.",Shrek 2,2004,Shrek 2 - Movie Reviews,"Fantasy , Comedy , Animation , Kids & Family",2004,2015,"It may not be as fresh as the original, but topical humor and colorful secondary characters make Shrek 2 a winner in its own right.","After returning from their honeymoon and showing home movies to their friends, Shrek and Fiona learn that her parents have heard that she has married her true love and wish to invite him to their kingdom, called Far Far Away. The catch is: Fiona's parents are unaware of the curse that struck their daughter and have assumed she married Prince Charming, not a 700-pound ogre with horrible hygiene and a talking donkey pal."
The humor is so satisfying in its moment-to-moment pleasures that it's almost unsportsmanlike to criticize the bigger picture.,Shrek 2,2004,Shrek 2 - Movie Reviews,"Fantasy , Comedy , Animation , Kids & Family",2004,2015,"It may not be as fresh as the original, but topical humor and colorful secondary characters make Shrek 2 a winner in its own right.","After returning from their honeymoon and showing home movies to their friends, Shrek and Fiona learn that her parents have heard that she has married her true love and wish to invite him to their kingdom, called Far Far Away. The catch is: Fiona's parents are unaware of the curse that struck their daughter and have assumed she married Prince Charming, not a 700-pound ogre with horrible hygiene and a talking donkey pal."
"If Thunderball's gimmickry seems to overreach at times, Actor Connery gains assurance from film to film, by now delivers all his soppiest Jimcracks martini-dry.",Thunderball,1965,Thunderball - Movie Reviews,Action,1965,2016,"Lavishly rendered set pieces and Sean Connery's enduring charm make Thunderball a big, fun adventure, even if it doesn't quite measure up to the series' previous heights.","Led by one-eyed evil mastermind Emilio Largo (Adolfo Celi), the terrorist group SPECTRE hijacks two warheads from a NATO plane and threatens widespread nuclear destruction to extort 100 million pounds. The dashing Agent 007, James Bond (Sean Connery), is sent to recover the warheads from the heart of Largo's lair in the Bahamas, facing underwater attacks from sharks and men alike. He must also convince the enchanting Domino (Claudine Auger), Largo's mistress, to become a key ally."
"Slightly bloated Bond, with too much technology for my taste and a climactic slaughter that's a little too mindless to be much fun.",Thunderball,1965,Thunderball - Movie Reviews,Action,1965,2016,"Lavishly rendered set pieces and Sean Connery's enduring charm make Thunderball a big, fun adventure, even if it doesn't quite measure up to the series' previous heights.","Led by one-eyed evil mastermind Emilio Largo (Adolfo Celi), the terrorist group SPECTRE hijacks two warheads from a NATO plane and threatens widespread nuclear destruction to extort 100 million pounds. The dashing Agent 007, James Bond (Sean Connery), is sent to recover the warheads from the heart of Largo's lair in the Bahamas, facing underwater attacks from sharks and men alike. He must also convince the enchanting Domino (Claudine Auger), Largo's mistress, to become a key ally."
There's visible evidence that the reported $5.5 million budget was no mere publicity figure; it's posh all the way.,Thunderball,1965,Thunderball - Movie Reviews,Action,1965,2016,"Lavishly rendered set pieces and Sean Connery's enduring charm make Thunderball a big, fun adventure, even if it doesn't quite measure up to the series' previous heights.","Led by one-eyed evil mastermind Emilio Largo (Adolfo Celi), the terrorist group SPECTRE hijacks two warheads from a NATO plane and threatens widespread nuclear destruction to extort 100 million pounds. The dashing Agent 007, James Bond (Sean Connery), is sent to recover the warheads from the heart of Largo's lair in the Bahamas, facing underwater attacks from sharks and men alike. He must also convince the enchanting Domino (Claudine Auger), Largo's mistress, to become a key ally."
"The fourth Bond, marking the point at which spectacular hardware began to dominate the series. Sleek and quite fun all the same.",Thunderball,1965,Thunderball - Movie Reviews,Action,1965,2016,"Lavishly rendered set pieces and Sean Connery's enduring charm make Thunderball a big, fun adventure, even if it doesn't quite measure up to the series' previous heights.","Led by one-eyed evil mastermind Emilio Largo (Adolfo Celi), the terrorist group SPECTRE hijacks two warheads from a NATO plane and threatens widespread nuclear destruction to extort 100 million pounds. The dashing Agent 007, James Bond (Sean Connery), is sent to recover the warheads from the heart of Largo's lair in the Bahamas, facing underwater attacks from sharks and men alike. He must also convince the enchanting Domino (Claudine Auger), Largo's mistress, to become a key ally."
The color is handsome. The scenery in the Bahamas is an irresistible lure. Even the violence is funny. That's the best I can say for a Bond film.,Thunderball,1965,Thunderball - Movie Reviews,Action,1965,2016,"Lavishly rendered set pieces and Sean Connery's enduring charm make Thunderball a big, fun adventure, even if it doesn't quite measure up to the series' previous heights.","Led by one-eyed evil mastermind Emilio Largo (Adolfo Celi), the terrorist group SPECTRE hijacks two warheads from a NATO plane and threatens widespread nuclear destruction to extort 100 million pounds. The dashing Agent 007, James Bond (Sean Connery), is sent to recover the warheads from the heart of Largo's lair in the Bahamas, facing underwater attacks from sharks and men alike. He must also convince the enchanting Domino (Claudine Auger), Largo's mistress, to become a key ally."
"Two Bond staples, gratuitous sex and violence, are captured in Thunderball's underwater-photography scenes, and they still look incredible 25 years later.",Thunderball,1965,Thunderball - Movie Reviews,Action,1965,2016,"Lavishly rendered set pieces and Sean Connery's enduring charm make Thunderball a big, fun adventure, even if it doesn't quite measure up to the series' previous heights.","Led by one-eyed evil mastermind Emilio Largo (Adolfo Celi), the terrorist group SPECTRE hijacks two warheads from a NATO plane and threatens widespread nuclear destruction to extort 100 million pounds. The dashing Agent 007, James Bond (Sean Connery), is sent to recover the warheads from the heart of Largo's lair in the Bahamas, facing underwater attacks from sharks and men alike. He must also convince the enchanting Domino (Claudine Auger), Largo's mistress, to become a key ally."
"In this, the fourth instalment in the series from the original team, you have a classic Bond film that wants for nothing but a trim.",Thunderball,1965,Thunderball - Movie Reviews,Action,1965,2016,"Lavishly rendered set pieces and Sean Connery's enduring charm make Thunderball a big, fun adventure, even if it doesn't quite measure up to the series' previous heights.","Led by one-eyed evil mastermind Emilio Largo (Adolfo Celi), the terrorist group SPECTRE hijacks two warheads from a NATO plane and threatens widespread nuclear destruction to extort 100 million pounds. The dashing Agent 007, James Bond (Sean Connery), is sent to recover the warheads from the heart of Largo's lair in the Bahamas, facing underwater attacks from sharks and men alike. He must also convince the enchanting Domino (Claudine Auger), Largo's mistress, to become a key ally."
"Classic 007 -- not the best picture in the long-running series, to be sure, but a more-than-worthwhile diversion for the action-loving escapist in us all.",Thunderball,1965,Thunderball - Movie Reviews,Action,1965,2016,"Lavishly rendered set pieces and Sean Connery's enduring charm make Thunderball a big, fun adventure, even if it doesn't quite measure up to the series' previous heights.","Led by one-eyed evil mastermind Emilio Largo (Adolfo Celi), the terrorist group SPECTRE hijacks two warheads from a NATO plane and threatens widespread nuclear destruction to extort 100 million pounds. The dashing Agent 007, James Bond (Sean Connery), is sent to recover the warheads from the heart of Largo's lair in the Bahamas, facing underwater attacks from sharks and men alike. He must also convince the enchanting Domino (Claudine Auger), Largo's mistress, to become a key ally."
"The Dark Knight Rises not only celebrates a caped Übermensch but is itself, as a commercial enterprise, something beyond good and evil.",The Dark Knight Rises,2012,The Dark Knight Rises - Movie Reviews,"Action , Mystery & Thriller , Adventure , Fantasy",2012,2014,"The Dark Knight Rises is an ambitious, thoughtful, and potent action film that concludes Christopher Nolan's franchise in spectacular fashion.","It has been eight years since Batman (Christian Bale), in collusion with Commissioner Gordon (Gary Oldman), vanished into the night. Assuming responsibility for the death of Harvey Dent, Batman sacrificed everything for what he and Gordon hoped would be the greater good. However, the arrival of a cunning cat burglar (Anne Hathaway) and a merciless terrorist named Bane (Tom Hardy) force Batman out of exile and into a battle he may not be able to win."
"The Dark Knight Rises is the taut and satisfying finale to a beastly franchise that not only proposed new interpretations of a beloved tale, but it also re-engineered what we imagine a superhero movie to be.",The Dark Knight Rises,2012,The Dark Knight Rises - Movie Reviews,"Action , Mystery & Thriller , Adventure , Fantasy",2012,2014,"The Dark Knight Rises is an ambitious, thoughtful, and potent action film that concludes Christopher Nolan's franchise in spectacular fashion.","It has been eight years since Batman (Christian Bale), in collusion with Commissioner Gordon (Gary Oldman), vanished into the night. Assuming responsibility for the death of Harvey Dent, Batman sacrificed everything for what he and Gordon hoped would be the greater good. However, the arrival of a cunning cat burglar (Anne Hathaway) and a merciless terrorist named Bane (Tom Hardy) force Batman out of exile and into a battle he may not be able to win."
"Nolan somehow never loses control - this is an accomplished and tremendously confident filmmaker, both in the execution of his thrilling chases and action beats, and in his manipulation of the complicated, multi-faceted narrative.",The Dark Knight Rises,2012,The Dark Knight Rises - Movie Reviews,"Action , Mystery & Thriller , Adventure , Fantasy",2012,2014,"The Dark Knight Rises is an ambitious, thoughtful, and potent action film that concludes Christopher Nolan's franchise in spectacular fashion.","It has been eight years since Batman (Christian Bale), in collusion with Commissioner Gordon (Gary Oldman), vanished into the night. Assuming responsibility for the death of Harvey Dent, Batman sacrificed everything for what he and Gordon hoped would be the greater good. However, the arrival of a cunning cat burglar (Anne Hathaway) and a merciless terrorist named Bane (Tom Hardy) force Batman out of exile and into a battle he may not be able to win."
"Nolan has become hooked on the grandiose, at times even the biblical. For anyone who admired the witty playfulness of his early films, it's a dark night indeed.",The Dark Knight Rises,2012,The Dark Knight Rises - Movie Reviews,"Action , Mystery & Thriller , Adventure , Fantasy",2012,2014,"The Dark Knight Rises is an ambitious, thoughtful, and potent action film that concludes Christopher Nolan's franchise in spectacular fashion.","It has been eight years since Batman (Christian Bale), in collusion with Commissioner Gordon (Gary Oldman), vanished into the night. Assuming responsibility for the death of Harvey Dent, Batman sacrificed everything for what he and Gordon hoped would be the greater good. However, the arrival of a cunning cat burglar (Anne Hathaway) and a merciless terrorist named Bane (Tom Hardy) force Batman out of exile and into a battle he may not be able to win."
I respected The Dark Knight Rises; I didn't quite love it.,The Dark Knight Rises,2012,The Dark Knight Rises - Movie Reviews,"Action , Mystery & Thriller , Adventure , Fantasy",2012,2014,"The Dark Knight Rises is an ambitious, thoughtful, and potent action film that concludes Christopher Nolan's franchise in spectacular fashion.","It has been eight years since Batman (Christian Bale), in collusion with Commissioner Gordon (Gary Oldman), vanished into the night. Assuming responsibility for the death of Harvey Dent, Batman sacrificed everything for what he and Gordon hoped would be the greater good. However, the arrival of a cunning cat burglar (Anne Hathaway) and a merciless terrorist named Bane (Tom Hardy) force Batman out of exile and into a battle he may not be able to win."
"As befits the saga's engagement with the economics of Gotham City, a great deal of topical material floats about here, insufficiently digested.",The Dark Knight Rises,2012,The Dark Knight Rises - Movie Reviews,"Action , Mystery & Thriller , Adventure , Fantasy",2012,2014,"The Dark Knight Rises is an ambitious, thoughtful, and potent action film that concludes Christopher Nolan's franchise in spectacular fashion.","It has been eight years since Batman (Christian Bale), in collusion with Commissioner Gordon (Gary Oldman), vanished into the night. Assuming responsibility for the death of Harvey Dent, Batman sacrificed everything for what he and Gordon hoped would be the greater good. However, the arrival of a cunning cat burglar (Anne Hathaway) and a merciless terrorist named Bane (Tom Hardy) force Batman out of exile and into a battle he may not be able to win."
"[This] wrap-up wraps up few of the threads in the first two films, and that the climactic cliff-hangers are nothing special (as well as flabbily edited).",The Dark Knight Rises,2012,The Dark Knight Rises - Movie Reviews,"Action , Mystery & Thriller , Adventure , Fantasy",2012,2014,"The Dark Knight Rises is an ambitious, thoughtful, and potent action film that concludes Christopher Nolan's franchise in spectacular fashion.","It has been eight years since Batman (Christian Bale), in collusion with Commissioner Gordon (Gary Oldman), vanished into the night. Assuming responsibility for the death of Harvey Dent, Batman sacrificed everything for what he and Gordon hoped would be the greater good. However, the arrival of a cunning cat burglar (Anne Hathaway) and a merciless terrorist named Bane (Tom Hardy) force Batman out of exile and into a battle he may not be able to win."
The Dark Knight Rises captures the spirit -- and cultural anxieties -- of the times.,The Dark Knight Rises,2012,The Dark Knight Rises - Movie Reviews,"Action , Mystery & Thriller , Adventure , Fantasy",2012,2014,"The Dark Knight Rises is an ambitious, thoughtful, and potent action film that concludes Christopher Nolan's franchise in spectacular fashion.","It has been eight years since Batman (Christian Bale), in collusion with Commissioner Gordon (Gary Oldman), vanished into the night. Assuming responsibility for the death of Harvey Dent, Batman sacrificed everything for what he and Gordon hoped would be the greater good. However, the arrival of a cunning cat burglar (Anne Hathaway) and a merciless terrorist named Bane (Tom Hardy) force Batman out of exile and into a battle he may not be able to win."
"The story is dense, overlong, and studded with references that will make sense only to those intimate with Nolan's previous excursions into Batmanhood.",The Dark Knight Rises,2012,The Dark Knight Rises - Movie Reviews,"Action , Mystery & Thriller , Adventure , Fantasy",2012,2014,"The Dark Knight Rises is an ambitious, thoughtful, and potent action film that concludes Christopher Nolan's franchise in spectacular fashion.","It has been eight years since Batman (Christian Bale), in collusion with Commissioner Gordon (Gary Oldman), vanished into the night. Assuming responsibility for the death of Harvey Dent, Batman sacrificed everything for what he and Gordon hoped would be the greater good. However, the arrival of a cunning cat burglar (Anne Hathaway) and a merciless terrorist named Bane (Tom Hardy) force Batman out of exile and into a battle he may not be able to win."
"Nolan has turned a preposterous character back into a grave myth, the story of a tortured saviour, reluctantly giving his all.",The Dark Knight Rises,2012,The Dark Knight Rises - Movie Reviews,"Action , Mystery & Thriller , Adventure , Fantasy",2012,2014,"The Dark Knight Rises is an ambitious, thoughtful, and potent action film that concludes Christopher Nolan's franchise in spectacular fashion.","It has been eight years since Batman (Christian Bale), in collusion with Commissioner Gordon (Gary Oldman), vanished into the night. Assuming responsibility for the death of Harvey Dent, Batman sacrificed everything for what he and Gordon hoped would be the greater good. However, the arrival of a cunning cat burglar (Anne Hathaway) and a merciless terrorist named Bane (Tom Hardy) force Batman out of exile and into a battle he may not be able to win."
"There was an opportunity here for Nolan to show us another way, to (again) stretch the boundaries of what is possible in a superhero film. Instead, alas, the latter half of The Dark Knight Rises retreats toward conventionality.",The Dark Knight Rises,2012,The Dark Knight Rises - Movie Reviews,"Action , Mystery & Thriller , Adventure , Fantasy",2012,2014,"The Dark Knight Rises is an ambitious, thoughtful, and potent action film that concludes Christopher Nolan's franchise in spectacular fashion.","It has been eight years since Batman (Christian Bale), in collusion with Commissioner Gordon (Gary Oldman), vanished into the night. Assuming responsibility for the death of Harvey Dent, Batman sacrificed everything for what he and Gordon hoped would be the greater good. However, the arrival of a cunning cat burglar (Anne Hathaway) and a merciless terrorist named Bane (Tom Hardy) force Batman out of exile and into a battle he may not be able to win."
I'm not arguing that Rises should be Singin' in the Rain. But its Wagnerian ambitions are not matched by its material. It hasn't earned its darkness.,The Dark Knight Rises,2012,The Dark Knight Rises - Movie Reviews,"Action , Mystery & Thriller , Adventure , Fantasy",2012,2014,"The Dark Knight Rises is an ambitious, thoughtful, and potent action film that concludes Christopher Nolan's franchise in spectacular fashion.","It has been eight years since Batman (Christian Bale), in collusion with Commissioner Gordon (Gary Oldman), vanished into the night. Assuming responsibility for the death of Harvey Dent, Batman sacrificed everything for what he and Gordon hoped would be the greater good. However, the arrival of a cunning cat burglar (Anne Hathaway) and a merciless terrorist named Bane (Tom Hardy) force Batman out of exile and into a battle he may not be able to win."
"Nolan's final chapter is flawed, incoherent and self-serious, all of which are inherent traits to the entire series. Other traits shared with the series are the bouts of wit, sweeping performances, epic scope and rousing spectacle.",The Dark Knight Rises,2012,The Dark Knight Rises - Movie Reviews,"Action , Mystery & Thriller , Adventure , Fantasy",2012,2014,"The Dark Knight Rises is an ambitious, thoughtful, and potent action film that concludes Christopher Nolan's franchise in spectacular fashion.","It has been eight years since Batman (Christian Bale), in collusion with Commissioner Gordon (Gary Oldman), vanished into the night. Assuming responsibility for the death of Harvey Dent, Batman sacrificed everything for what he and Gordon hoped would be the greater good. However, the arrival of a cunning cat burglar (Anne Hathaway) and a merciless terrorist named Bane (Tom Hardy) force Batman out of exile and into a battle he may not be able to win."
"A beautifully made, often dazzling melodrama that features very occasional appearances from some bloke in Kevlar fetish-wear.",The Dark Knight Rises,2012,The Dark Knight Rises - Movie Reviews,"Action , Mystery & Thriller , Adventure , Fantasy",2012,2014,"The Dark Knight Rises is an ambitious, thoughtful, and potent action film that concludes Christopher Nolan's franchise in spectacular fashion.","It has been eight years since Batman (Christian Bale), in collusion with Commissioner Gordon (Gary Oldman), vanished into the night. Assuming responsibility for the death of Harvey Dent, Batman sacrificed everything for what he and Gordon hoped would be the greater good. However, the arrival of a cunning cat burglar (Anne Hathaway) and a merciless terrorist named Bane (Tom Hardy) force Batman out of exile and into a battle he may not be able to win."
"The biggest surprise may just be how satisfying Nolan has made his farewell to a Dark Knight trilogy that many fans will wish he'd extend to a 10-part series, at least.",The Dark Knight Rises,2012,The Dark Knight Rises - Movie Reviews,"Action , Mystery & Thriller , Adventure , Fantasy",2012,2014,"The Dark Knight Rises is an ambitious, thoughtful, and potent action film that concludes Christopher Nolan's franchise in spectacular fashion.","It has been eight years since Batman (Christian Bale), in collusion with Commissioner Gordon (Gary Oldman), vanished into the night. Assuming responsibility for the death of Harvey Dent, Batman sacrificed everything for what he and Gordon hoped would be the greater good. However, the arrival of a cunning cat burglar (Anne Hathaway) and a merciless terrorist named Bane (Tom Hardy) force Batman out of exile and into a battle he may not be able to win."
"Others will see it differently, but for me this is a disappointingly clunky and bombastic conclusion to a superior series -- Nolan's biggest and worst movie to date.",The Dark Knight Rises,2012,The Dark Knight Rises - Movie Reviews,"Action , Mystery & Thriller , Adventure , Fantasy",2012,2014,"The Dark Knight Rises is an ambitious, thoughtful, and potent action film that concludes Christopher Nolan's franchise in spectacular fashion.","It has been eight years since Batman (Christian Bale), in collusion with Commissioner Gordon (Gary Oldman), vanished into the night. Assuming responsibility for the death of Harvey Dent, Batman sacrificed everything for what he and Gordon hoped would be the greater good. However, the arrival of a cunning cat burglar (Anne Hathaway) and a merciless terrorist named Bane (Tom Hardy) force Batman out of exile and into a battle he may not be able to win."
The director and cowriter/brother Jonathan Nolan pay heed to Wayne's wounded emotional arc. And the film is a feat of painstakingly crafted closure.,The Dark Knight Rises,2012,The Dark Knight Rises - Movie Reviews,"Action , Mystery & Thriller , Adventure , Fantasy",2012,2014,"The Dark Knight Rises is an ambitious, thoughtful, and potent action film that concludes Christopher Nolan's franchise in spectacular fashion.","It has been eight years since Batman (Christian Bale), in collusion with Commissioner Gordon (Gary Oldman), vanished into the night. Assuming responsibility for the death of Harvey Dent, Batman sacrificed everything for what he and Gordon hoped would be the greater good. However, the arrival of a cunning cat burglar (Anne Hathaway) and a merciless terrorist named Bane (Tom Hardy) force Batman out of exile and into a battle he may not be able to win."
"Nolan, a Brit, has made a comic-book film that doubles as a commentary on contemporary American society.",The Dark Knight Rises,2012,The Dark Knight Rises - Movie Reviews,"Action , Mystery & Thriller , Adventure , Fantasy",2012,2014,"The Dark Knight Rises is an ambitious, thoughtful, and potent action film that concludes Christopher Nolan's franchise in spectacular fashion.","It has been eight years since Batman (Christian Bale), in collusion with Commissioner Gordon (Gary Oldman), vanished into the night. Assuming responsibility for the death of Harvey Dent, Batman sacrificed everything for what he and Gordon hoped would be the greater good. However, the arrival of a cunning cat burglar (Anne Hathaway) and a merciless terrorist named Bane (Tom Hardy) force Batman out of exile and into a battle he may not be able to win."
